Sentence,Entity,Sentiment
"in fact, while leaving the place we saw two people looking at the menu, and i couldn't help telling them that the food was horrible.",food,negative
"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",service,positive
"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",anecdotes,negative
"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",food,negative
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",food,positive
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",price,positive
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",food,positive
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",ambience,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive
a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town.,anecdotes,positive
a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town.,ambience,positive
an excellent service,service,positive
i love their thai noodles with shrimp and chicken and coconut juice is the must!,food,positive
i must give it yon out of yon stars!,anecdotes,positive
the pizza was really good.,food,positive
"the only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in chinese.",anecdotes,negative
"food is average, and i would say even the chain restaurant baluchi's tastes better.",food,negative
the place is small and cramped but the food is fantastic.,food,positive
the place is small and cramped but the food is fantastic.,ambience,negative
the food is tasty and portion sizes are appropriate.,food,positive
a little crowded but they move that line really fast!,ambience,negative
a little crowded but they move that line really fast!,service,positive
enjoy!!!,anecdotes,positive
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,food,positive
kudos to po!,anecdotes,positive
the entertainment was great they have shows that go on through out the dinner.,ambience,positive
the food is so cheap and the waiters are nice.,price,positive
the food is so cheap and the waiters are nice.,service,positive
the food there is so good that even to order out the wait is incredible.,food,positive
the food there is so good that even to order out the wait is incredible.,service,negative
the bartender on my most recent visit was so incredibly rude that i will never go back.,service,negative
"their sushi, kamikaze and other rolls are fresh and well presented.",food,positive
"for authentic thai food, look no further than toons.",food,positive
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.",price,negative
